_id,passenger_id,flight_id,booking_date,class,price,seat_number,airline,luggage_weight,checkin_time,payment_method,booking_channel,frequent_flyer,arrival_airport,destination_country,destination_zone,meal_preference
685abfd60f1531c3d1c77acd,P01875,FL01324,2023-02-04,Economy,226.56,8A,Singapore Airlines,26.5,2023-03-16T12:23:58.474906,Apple Pay,Call Center,NaN,BKK,Thailand,Asia,Diabetic
685abfd60f1531c3d1c77ace,P01875,FL00944,2023-05-03,Premium Economy,422.28,42A,Emirates,10,2023-06-18T03:49:49.261493,Credit Card,Travel Agency,NaN,AMS,Netherlands,Europe,Diabetic
685abfd60f1531c3d1c77acf,P01876,FL00792,2023-03-06,Economy,149.54,29A,Lufthansa,29.6,2023-03-15T23:05:02.768516,Apple Pay,Mobile App,NaN,ZRH,Switzerland,Europe,Gluten-Free
685abfd60f1531c3d1c77ad0,P01876,FL01883,2023-03-29,Business,552.67,46F,United Airlines,16.7,2023-04-20T17:54:23.739777,Apple Pay,Call Center,NaN,SFO,United States,North America,Gluten-Free
685abfd60f1531c3d1c77ad1,P01876,FL00167,2023-06-21,First,1255.9,22E,United Airlines,30.1,2023-07-28T08:47:29.794098,Credit Card,Call Center,Silver,ICN,South Korea,Asia,Gluten-Free
685abfd60f1531c3d1c77ad2,P01877,FL01763,2023-11-27,Economy,149.09,38E,United Airlines,28.2,2023-12-22T01:33:16.184015,PayPal,Mobile App,NaN,DEL,India,Asia,Diabetic
685abfd60f1531c3d1c77ad3,P01877,FL01355,2023-10-26,Business,861.76,51A,British Airways,16.2,2023-12-12T22:19:57.594897,Credit Card,Mobile App,Silver,AMS,Netherlands,Europe,Diabetic
685abfd60f1531c3d1c77ad4,P01877,FL00769,2023-02-04,Premium Economy,282.23,48B,Air France,9.3,2023-04-05T08:45:25.056228,Google Pay,Mobile App,NaN,AMS,Netherlands,Europe,Diabetic
685abfd60f1531c3d1c77ad5,P01877,FL00832,2022-12-20,Premium Economy,217.08,55A,KLM,6.3,2023-01-25T17:02:56.062714,Google Pay,Mobile App,NaN,DXB,United Arab Emirates,Middle East,Diabetic
685abfd60f1531c3d1c77ad6,P01878,FL01786,2023-05-01,Economy,185.34,37F,Singapore Airlines,6,2023-06-19T12:55:21.400535,Google Pay,Mobile App,NaN,MEX,Mexico,North America,Halal
685abfd60f1531c3d1c77ad7,P01878,FL01013,2023-08-26,First,834.38,33B,Singapore Airlines,31.1,2023-09-19T06:38:43.366790,Bank Transfer,Travel Agency,NaN,LIS,Portugal,Europe,Halal
685abfd60f1531c3d1c77ad8,P01879,FL00961,2023-03-09,Economy,201.25,41E,British Airways,18.3,2023-03-22T03:13:32.641992,PayPal,Mobile App,Platinum,MAD,Spain,Europe,Vegetarian
685abfd60f1531c3d1c77ad9,P01880,FL00466,2023-02-09,Economy,158.66,48F,Emirates,29,2023-03-08T16:45:36.785857,Credit Card,Mobile App,NaN,DEL,India,Asia,Standard
685abfd60f1531c3d1c77ada,P01880,FL00935,2023-02-02,Economy,108.06,14B,Lufthansa,13.3,2023-02-10T01:25:20.611453,Bank Transfer,Call Center,Platinum,DEL,India,Asia,Standard
685abfd60f1531c3d1c77adb,P01880,FL00353,2023-05-18,Economy,210.47,2F,Air France,0.7,2023-05-31T09:11:10.875881,Google Pay,Travel Agency,NaN,YUL,Canada,North America,Standard
685abfd60f1531c3d1c77adc,P01881,FL00496,2023-02-23,Economy,120.04,54C,United Airlines,30.4,2023-03-29T06:25:03.490629,PayPal,Website,NaN,JFK,United States,North America,Kosher
685abfd60f1531c3d1c77add,P01881,FL01874,2023-02-27,Economy,134.61,18B,KLM,27.3,2023-03-23T01:25:54.135487,Apple Pay,Travel Agency,Silver,SFO,United States,North America,Kosher
685abfd60f1531c3d1c77ade,P01881,FL01392,2023-02-01,Economy,195.03,57C,British Airways,24.9,2023-03-07T15:44:57.865853,Google Pay,Call Center,NaN,BKK,Thailand,Asia,Kosher
685abfd60f1531c3d1c77adf,P01881,FL00571,2023-05-28,Premium Economy,289.93,32D,Singapore Airlines,8.7,2023-07-24T21:37:11.123099,Credit Card,Travel Agency,NaN,BKK,Thailand,Asia,Kosher
685abfd60f1531c3d1c77ae0,P01882,FL01120,2023-08-28,Economy,113.46,39D,Air France,15.5,2023-09-16T14:22:25.262145,Credit Card,Call Center,Silver,AMS,Netherlands,Europe,Vegetarian
685abfd60f1531c3d1c77ae1,P01883,FL00791,2023-03-18,Premium Economy,368.13,57B,Air France,26,2023-05-09T21:16:59.803512,Google Pay,Travel Agency,NaN,DEL,India,Asia,Vegan
685abfd60f1531c3d1c77ae2,P01883,FL00185,2023-08-07,Economy,199.25,6C,United Airlines,16.2,2023-10-06T05:19:47.368461,Google Pay,Call Center,NaN,SFO,United States,North America,Vegan
685abfd60f1531c3d1c77ae3,P01883,FL01206,2022-12-07,Premium Economy,350.32,48F,KLM,14.2,2023-01-19T04:25:05.666797,Bank Transfer,Call Center,Silver,SFO,United States,North America,Vegan
685abfd60f1531c3d1c77ae4,P01884,FL01784,2023-07-15,Economy,210.81,11C,Emirates,17.8,2023-07-20T23:41:08.434484,Bank Transfer,Travel Agency,NaN,JFK,United States,North America,No Preference
685abfd60f1531c3d1c77ae5,P01884,FL00360,2022-12-24,Economy,127.25,33E,British Airways,12.7,2023-02-10T05:00:32.296994,Apple Pay,Mobile App,Silver,JFK,United States,North America,No Preference
685abfd60f1531c3d1c77ae6,P01885,FL00719,2023-03-15,First,1455.35,5F,Air France,8.9,2023-03-31T09:48:09.893355,Apple Pay,Call Center,Gold,BKK,Thailand,Asia,Lactose-Free
685abfd60f1531c3d1c77ae7,P01885,FL00992,2023-07-21,Economy,123.56,19E,United Airlines,17.3,2023-08-17T22:07:03.440154,Google Pay,Mobile App,Gold,NRT,Japan,Asia,Lactose-Free
685abfd60f1531c3d1c77ae8,P01885,FL00478,2023-04-14,Economy,212.11,35F,Emirates,11,2023-05-15T11:00:06.403920,PayPal,Mobile App,Silver,DEL,India,Asia,Lactose-Free
685abfd60f1531c3d1c77ae9,P01886,FL01106,2023-05-01,Economy,148.09,20F,Emirates,8.2,2023-05-23T17:24:29.410411,Apple Pay,Website,Platinum,LIS,Portugal,Europe,Vegetarian
685abfd60f1531c3d1c77aea,P01887,FL00572,2023-07-30,Economy,243.5,45C,British Airways,15.1,2023-09-27T23:29:06.457368,Bank Transfer,Travel Agency,NaN,DEL,India,Asia,Diabetic
685abfd60f1531c3d1c77aeb,P01887,FL01269,2023-10-03,Economy,229.15,4F,United Airlines,19.1,2023-10-15T20:31:15.147866,Bank Transfer,Website,NaN,PEK,China,Asia,Diabetic
685abfd60f1531c3d1c77aec,P01887,FL01797,2022-12-17,Economy,145.35,20E,United Airlines,12.9,2023-02-01T14:06:32.853423,PayPal,Mobile App,NaN,FRA,Germany,Europe,Diabetic
685abfd60f1531c3d1c77aed,P01888,FL01299,2023-04-19,Economy,227.48,29E,Qatar Airways,12.2,2023-05-03T07:31:19.980524,Google Pay,Website,Gold,MAD,Spain,Europe,Kosher
685abfd60f1531c3d1c77aee,P01888,FL01619,2023-02-03,Economy,222.96,24E,Qatar Airways,10.9,2023-03-25T15:46:30.934438,Apple Pay,Travel Agency,NaN,ICN,South Korea,Asia,Kosher
685abfd60f1531c3d1c77aef,P01888,FL00354,2023-09-10,Business,494.62,51A,Qatar Airways,10.2,2023-09-18T23:44:13.506279,Credit Card,Website,NaN,SFO,United States,North America,Kosher
685abfd60f1531c3d1c77af0,P01889,FL01097,2023-03-29,Economy,200.28,4E,Air France,18.4,2023-04-16T23:01:41.913142,Credit Card,Website,NaN,JNB,South Africa,Africa,Vegetarian
685abfd60f1531c3d1c77af1,P01889,FL00875,2023-11-02,Premium Economy,251.87,14D,British Airways,26.4,2023-12-03T14:27:45.748902,Bank Transfer,Travel Agency,NaN,SFO,United States,North America,Vegetarian
685abfd60f1531c3d1c77af2,P01890,FL01395,2023-05-23,Premium Economy,428.8,29B,Singapore Airlines,12.4,2023-06-27T16:21:13.294374,PayPal,Call Center,Platinum,ICN,South Korea,Asia,Kosher
685abfd60f1531c3d1c77af3,P01891,FL00307,2023-11-16,Business,636.19,5F,Emirates,25.4,2023-12-12T07:31:53.057762,PayPal,Travel Agency,NaN,BOM,India,Asia,Kosher
685abfd60f1531c3d1c77af4,P01891,FL01748,2023-10-30,Economy,100.9,44F,British Airways,28.7,2023-12-05T22:38:13.204498,Bank Transfer,Mobile App,Gold,FRA,Germany,Europe,Kosher
685abfd60f1531c3d1c77af5,P01892,FL01489,2023-08-13,Premium Economy,208.82,24D,United Airlines,7.1,2023-08-19T20:29:46.583071,Bank Transfer,Travel Agency,NaN,CPT,South Africa,Africa,Vegetarian
685abfd60f1531c3d1c77af6,P01892,FL00898,2023-05-01,Business,836.75,39E,Air France,31.9,2023-06-13T01:25:21.539943,Credit Card,Mobile App,Platinum,HND,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77af7,P01892,FL01471,2023-10-21,Economy,122.92,28A,Air France,26.2,2023-11-04T09:35:14.609041,Bank Transfer,Website,NaN,ICN,South Korea,Asia,Vegetarian
685abfd60f1531c3d1c77af8,P01892,FL00401,2023-04-23,First,1738.46,51E,Singapore Airlines,5.4,2023-06-02T06:34:54.311719,Bank Transfer,Travel Agency,Platinum,DXB,United Arab Emirates,Middle East,Vegetarian
685abfd60f1531c3d1c77af9,P01893,FL01414,2023-06-27,Economy,94.26,51F,Air France,4.4,2023-08-11T22:40:03.218715,Apple Pay,Mobile App,Platinum,HND,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77afa,P01893,FL00667,2022-12-23,Premium Economy,357.46,53F,British Airways,3.3,2023-01-31T15:52:02.511484,Credit Card,Call Center,Gold,JFK,United States,North America,Vegetarian
685abfd60f1531c3d1c77afb,P01893,FL00052,2023-05-21,Economy,168.47,10F,Qatar Airways,2.3,2023-06-15T07:49:15.011701,Apple Pay,Website,Gold,LAX,United States,North America,Vegetarian
685abfd60f1531c3d1c77afc,P01894,FL00799,2022-12-26,Economy,94.4,17F,United Airlines,11.8,2023-02-19T19:27:19.496328,Credit Card,Website,NaN,PEK,China,Asia,No Preference
685abfd60f1531c3d1c77afd,P01894,FL00402,2023-03-27,Business,573.3,38B,Lufthansa,8.9,2023-04-16T19:28:25.770824,Apple Pay,Travel Agency,Silver,ZRH,Switzerland,Europe,No Preference
685abfd60f1531c3d1c77afe,P01894,FL01418,2023-09-20,Economy,206.11,2C,British Airways,18.5,2023-11-13T19:13:31.503012,Google Pay,Call Center,NaN,LIS,Portugal,Europe,No Preference
685abfd60f1531c3d1c77aff,P01895,FL01961,2023-09-16,Business,835.56,54A,Qatar Airways,11.3,2023-11-12T12:16:25.671942,Apple Pay,Call Center,Platinum,JFK,United States,North America,Vegan
685abfd60f1531c3d1c77b00,P01895,FL00357,2023-11-23,Economy,143.07,9D,United Airlines,20.2,2023-12-09T02:00:42.936446,Credit Card,Mobile App,Silver,FRA,Germany,Europe,Vegan
685abfd60f1531c3d1c77b01,P01895,FL01068,2023-02-02,First,898.41,50A,Emirates,25.9,2023-03-19T08:59:32.250436,Bank Transfer,Call Center,Platinum,YUL,Canada,North America,Vegan
685abfd60f1531c3d1c77b02,P01896,FL00978,2023-11-13,Economy,104.5,15A,British Airways,16.9,2023-12-22T04:31:39.148504,Apple Pay,Travel Agency,Gold,NRT,Japan,Asia,No Preference
685abfd60f1531c3d1c77b03,P01897,FL00927,2022-12-01,Economy,223.1,9F,United Airlines,12.2,2023-01-27T00:19:28.290631,Apple Pay,Website,NaN,FRA,Germany,Europe,Vegetarian
685abfd60f1531c3d1c77b04,P01897,FL00427,2023-06-15,Economy,123.93,3A,Lufthansa,8,2023-06-23T09:07:38.416708,Google Pay,Website,Silver,ZRH,Switzerland,Europe,Vegetarian
685abfd60f1531c3d1c77b05,P01897,FL01922,2023-05-04,Economy,203.44,34F,Air France,24.4,2023-05-09T19:15:44.833723,Bank Transfer,Travel Agency,Gold,NRT,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77b06,P01897,FL01421,2023-03-21,Economy,169.25,59F,United Airlines,12.2,2023-03-26T20:36:24.303775,PayPal,Call Center,Silver,LAX,United States,North America,Vegetarian
685abfd60f1531c3d1c77b07,P01898,FL00495,2023-11-08,First,1476.22,50D,KLM,15.5,2023-12-02T11:25:22.897685,Bank Transfer,Website,NaN,DEL,India,Asia,Standard
685abfd60f1531c3d1c77b08,P01898,FL00987,2023-04-15,Business,590.87,14A,United Airlines,18.6,2023-06-06T16:18:02.910208,Google Pay,Travel Agency,Silver,HND,Japan,Asia,Standard
685abfd60f1531c3d1c77b09,P01898,FL01338,2023-06-05,Economy,175.96,59C,KLM,11.4,2023-06-24T00:37:15.968419,Bank Transfer,Call Center,Silver,HND,Japan,Asia,Standard
685abfd60f1531c3d1c77b0a,P01899,FL01519,2023-07-03,First,1503.68,31D,Qatar Airways,15.2,2023-07-21T23:02:35.036250,PayPal,Website,NaN,FRA,Germany,Europe,No Preference
685abfd60f1531c3d1c77b0b,P01899,FL00739,2023-08-15,Economy,132.02,49F,Singapore Airlines,1.6,2023-09-18T22:04:25.033070,Credit Card,Website,NaN,AMS,Netherlands,Europe,No Preference
685abfd60f1531c3d1c77b0c,P01900,FL01259,2023-11-26,Economy,179.02,35F,United Airlines,17.7,2023-12-11T21:03:59.187950,Credit Card,Mobile App,NaN,LAX,United States,North America,Gluten-Free
685abfd60f1531c3d1c77b0d,P01900,FL01621,2023-10-11,Business,490.58,55C,Singapore Airlines,21.3,2023-11-29T17:06:00.300621,PayPal,Mobile App,Silver,HND,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c77b0e,P01901,FL00310,2023-09-17,Economy,136.76,50E,United Airlines,21.5,2023-10-09T23:48:02.754190,Google Pay,Website,NaN,NRT,Japan,Asia,Lactose-Free
685abfd60f1531c3d1c77b0f,P01901,FL01784,2023-06-22,Business,846.44,3D,Emirates,22.1,2023-07-21T00:23:04.542259,Credit Card,Call Center,Gold,JFK,United States,North America,Lactose-Free
685abfd60f1531c3d1c77b10,P01901,FL00102,2023-07-15,Economy,249.88,42F,British Airways,1.2,2023-08-25T04:59:42.391543,Bank Transfer,Website,NaN,LAX,United States,North America,Lactose-Free
685abfd60f1531c3d1c77b11,P01902,FL01169,2023-05-10,Economy,154.75,48F,Qatar Airways,26.9,2023-06-11T05:55:39.323456,Credit Card,Mobile App,NaN,JFK,United States,North America,Halal
685abfd60f1531c3d1c77b12,P01902,FL01546,2022-11-20,Economy,116.78,40E,British Airways,10,2023-01-01T02:00:55.064755,Apple Pay,Mobile App,NaN,NRT,Japan,Asia,Halal
685abfd60f1531c3d1c77b13,P01903,FL00387,2023-11-10,Business,414.13,33A,Singapore Airlines,5.7,2023-11-15T05:55:42.375141,Bank Transfer,Travel Agency,NaN,BOM,India,Asia,Diabetic
685abfd60f1531c3d1c77b14,P01904,FL00935,2022-12-17,Economy,216.21,19D,Lufthansa,2.1,2023-02-10T01:22:16.496977,Google Pay,Call Center,NaN,DEL,India,Asia,Diabetic
685abfd60f1531c3d1c77b15,P01904,FL01558,2023-11-06,Premium Economy,373.48,24C,Air France,11.9,2023-12-05T16:07:40.097429,Credit Card,Mobile App,NaN,BOM,India,Asia,Diabetic
685abfd60f1531c3d1c77b16,P01904,FL01331,2023-09-30,Economy,124.06,32D,Singapore Airlines,23.7,2023-11-05T21:48:22.630813,Google Pay,Call Center,NaN,SFO,United States,North America,Diabetic
685abfd60f1531c3d1c77b17,P01905,FL01186,2023-03-01,Premium Economy,356.41,22F,KLM,20.6,2023-04-06T00:14:14.838571,PayPal,Mobile App,Silver,PEK,China,Asia,Diabetic
685abfd60f1531c3d1c77b18,P01906,FL01368,2023-08-08,Business,807.04,60E,Air France,3.3,2023-08-14T22:53:15.219083,Google Pay,Mobile App,NaN,PEK,China,Asia,Vegetarian
685abfd60f1531c3d1c77b19,P01906,FL01204,2023-08-08,Premium Economy,319.35,56B,United Airlines,11,2023-08-17T03:48:26.587012,PayPal,Website,NaN,BKK,Thailand,Asia,Vegetarian
685abfd60f1531c3d1c77b1a,P01906,FL00639,2023-02-12,First,1275.83,19C,KLM,23.7,2023-03-26T04:27:29.696364,Google Pay,Travel Agency,Gold,JFK,United States,North America,Vegetarian
685abfd60f1531c3d1c77b1b,P01906,FL00685,2023-01-11,Business,444.7,5F,Qatar Airways,15.3,2023-03-06T01:45:58.131393,Bank Transfer,Website,Platinum,DEL,India,Asia,Vegetarian
685abfd60f1531c3d1c77b1c,P01907,FL00213,2023-02-21,Premium Economy,211.05,2A,Emirates,4.8,2023-03-12T09:46:34.923074,Bank Transfer,Mobile App,NaN,AMS,Netherlands,Europe,Diabetic
685abfd60f1531c3d1c77b1d,P01907,FL00093,2023-05-16,Economy,169.99,38E,Lufthansa,14.4,2023-05-21T21:00:59.420374,PayPal,Travel Agency,NaN,FRA,Germany,Europe,Diabetic
685abfd60f1531c3d1c77b1e,P01907,FL00739,2023-08-17,Business,835.56,12A,Singapore Airlines,24.1,2023-09-19T00:01:19.138425,PayPal,Website,NaN,AMS,Netherlands,Europe,Diabetic
685abfd60f1531c3d1c77b1f,P01908,FL00615,2023-01-17,Economy,102.42,4F,Emirates,23.9,2023-02-22T17:01:31.215564,PayPal,Travel Agency,NaN,LIS,Portugal,Europe,Lactose-Free
685abfd60f1531c3d1c77b20,P01909,FL01900,2023-02-17,Premium Economy,284.58,16A,Singapore Airlines,4.7,2023-03-18T05:42:27.993809,Apple Pay,Travel Agency,NaN,SFO,United States,North America,Halal
685abfd60f1531c3d1c77b21,P01909,FL01491,2023-05-01,Premium Economy,279.44,39D,KLM,0.5,2023-06-07T19:39:40.569865,Bank Transfer,Travel Agency,Silver,JFK,United States,North America,Halal
685abfd60f1531c3d1c77b22,P01910,FL00234,2023-03-26,Premium Economy,397.06,12E,Emirates,14.1,2023-05-06T01:12:43.197222,Google Pay,Call Center,Platinum,ZRH,Switzerland,Europe,Vegetarian
685abfd60f1531c3d1c77b23,P01911,FL01234,2023-03-21,Economy,210.52,44E,British Airways,14.7,2023-05-09T02:19:35.292568,Bank Transfer,Travel Agency,Silver,DEL,India,Asia,Gluten-Free
685abfd60f1531c3d1c77b24,P01912,FL01920,2023-05-21,Economy,205.29,50D,Singapore Airlines,25.8,2023-06-21T02:08:16.691323,Apple Pay,Website,Platinum,LAX,United States,North America,Gluten-Free
685abfd60f1531c3d1c77b25,P01912,FL01244,2023-07-06,Economy,99.35,55F,Lufthansa,18.6,2023-07-25T15:11:52.303739,Apple Pay,Call Center,Platinum,BKK,Thailand,Asia,Gluten-Free
685abfd60f1531c3d1c77b26,P01912,FL00580,2023-02-13,Economy,183.07,4F,Qatar Airways,13.4,2023-03-20T19:42:22.286225,Google Pay,Website,Silver,HND,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c77b27,P01913,FL01178,2023-09-13,Premium Economy,442.71,29C,Qatar Airways,15.1,2023-09-21T09:21:37.657308,Google Pay,Travel Agency,Silver,LAX,United States,North America,Gluten-Free
685abfd60f1531c3d1c77b28,P01913,FL00681,2023-06-26,Premium Economy,349.76,58F,Singapore Airlines,7.7,2023-07-17T08:09:08.903019,Apple Pay,Mobile App,NaN,DXB,United Arab Emirates,Middle East,Gluten-Free
685abfd60f1531c3d1c77b29,P01913,FL00581,2023-08-03,Economy,185.68,43F,Qatar Airways,4.5,2023-09-17T05:14:55.304839,Google Pay,Mobile App,NaN,PEK,China,Asia,Gluten-Free
685abfd60f1531c3d1c77b2a,P01914,FL00098,2023-04-18,Economy,152.28,59B,British Airways,5.9,2023-05-13T19:17:45.291759,Google Pay,Travel Agency,Gold,LAX,United States,North America,Lactose-Free
685abfd60f1531c3d1c77b2b,P01915,FL01831,2023-02-27,Economy,110.53,38A,United Airlines,4.5,2023-04-06T06:58:20.551562,Bank Transfer,Mobile App,NaN,BKK,Thailand,Asia,Vegan
685abfd60f1531c3d1c77b2c,P01915,FL01327,2023-01-22,Business,662.64,53E,Qatar Airways,0.4,2023-02-01T00:41:11.995264,Credit Card,Call Center,NaN,PEK,China,Asia,Vegan
685abfd60f1531c3d1c77b2d,P01915,FL00125,2023-02-12,Economy,200.02,55B,United Airlines,28.2,2023-02-27T15:39:38.460307,Google Pay,Travel Agency,Platinum,SFO,United States,North America,Vegan
685abfd60f1531c3d1c77b2e,P01916,FL01553,2023-09-29,Business,451.8,30F,United Airlines,11.9,2023-10-28T15:41:03.003372,Google Pay,Travel Agency,Silver,NRT,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c77b2f,P01916,FL00339,2023-08-09,Premium Economy,312.82,13C,British Airways,10.6,2023-09-20T09:07:54.600639,Bank Transfer,Mobile App,NaN,DEL,India,Asia,Gluten-Free
685abfd60f1531c3d1c77b30,P01916,FL00321,2023-09-11,Business,626.23,23B,Qatar Airways,25,2023-10-25T11:50:41.714698,Google Pay,Travel Agency,Platinum,ZRH,Switzerland,Europe,Gluten-Free
685abfd60f1531c3d1c77b31,P01916,FL01686,2023-01-25,Economy,221.5,9B,Lufthansa,1.1,2023-03-22T01:26:56.258666,PayPal,Call Center,NaN,CPT,South Africa,Africa,Gluten-Free
685abfd60f1531c3d1c77b32,P01917,FL01934,2023-06-08,Premium Economy,372.19,28E,Emirates,5.2,2023-07-15T11:45:49.479105,Credit Card,Call Center,Silver,LIS,Portugal,Europe,Standard
685abfd60f1531c3d1c77b33,P01917,FL01970,2023-07-18,Premium Economy,438.59,22E,Emirates,22,2023-09-01T13:37:32.936396,Apple Pay,Travel Agency,NaN,BOM,India,Asia,Standard
685abfd60f1531c3d1c77b34,P01918,FL00027,2023-05-11,Economy,244.6,51F,Lufthansa,23.5,2023-05-28T21:55:57.926852,PayPal,Mobile App,NaN,AMS,Netherlands,Europe,Gluten-Free
685abfd60f1531c3d1c77b35,P01918,FL00099,2023-01-27,Economy,108.08,3C,Lufthansa,20.2,2023-03-15T07:32:06.269679,Google Pay,Travel Agency,NaN,HND,Japan,Asia,Gluten-Free
685abfd60f1531c3d1c77b36,P01919,FL00620,2023-09-30,Economy,207.87,17C,Lufthansa,13.6,2023-11-09T23:05:28.291065,Apple Pay,Travel Agency,NaN,ZRH,Switzerland,Europe,Kosher
685abfd60f1531c3d1c77b37,P01919,FL01091,2023-04-04,Premium Economy,309.8,31E,Air France,25.1,2023-04-24T00:49:10.541891,Apple Pay,Mobile App,NaN,DXB,United Arab Emirates,Middle East,Kosher
685abfd60f1531c3d1c77b38,P01919,FL00972,2022-12-15,Business,793.66,57C,British Airways,10.4,2023-01-21T07:05:00.330517,Bank Transfer,Mobile App,Platinum,LIS,Portugal,Europe,Kosher
685abfd60f1531c3d1c77b39,P01920,FL01511,2023-10-24,Economy,165.37,48B,Qatar Airways,18.9,2023-12-09T09:16:21.414570,Bank Transfer,Website,NaN,LAX,United States,North America,Gluten-Free
685abfd60f1531c3d1c77b3a,P01920,FL01406,2022-12-03,Business,838.52,33C,British Airways,6.9,2023-01-03T07:14:04.617459,PayPal,Call Center,NaN,JFK,United States,North America,Gluten-Free
685abfd60f1531c3d1c77b3b,P01921,FL01653,2023-04-25,Economy,220.86,31E,Air France,0.7,2023-05-24T08:50:31.953161,Apple Pay,Travel Agency,NaN,FRA,Germany,Europe,No Preference
685abfd60f1531c3d1c77b3c,P01921,FL01116,2023-01-01,Economy,192.29,46F,United Airlines,10.3,2023-02-16T13:26:23.523938,Credit Card,Travel Agency,Silver,SFO,United States,North America,No Preference
685abfd60f1531c3d1c77b3d,P01922,FL01109,2023-06-02,First,1709.45,21C,Emirates,25.1,2023-07-13T07:02:28.022351,Google Pay,Website,Gold,BOM,India,Asia,No Preference
685abfd60f1531c3d1c77b3e,P01922,FL00230,2023-07-20,Premium Economy,282.82,34B,Singapore Airlines,16.9,2023-08-07T15:03:15.810911,Bank Transfer,Call Center,NaN,FRA,Germany,Europe,No Preference
685abfd60f1531c3d1c77b3f,P01922,FL00155,2023-05-10,Economy,126.63,44C,United Airlines,8.1,2023-06-16T09:10:24.692196,Credit Card,Mobile App,Silver,MEX,Mexico,North America,No Preference
685abfd60f1531c3d1c77b40,P01922,FL00724,2023-09-27,Economy,156.21,2B,Air France,26.1,2023-10-17T18:56:12.739681,Google Pay,Travel Agency,Platinum,AMS,Netherlands,Europe,No Preference
685abfd60f1531c3d1c77b41,P01923,FL01362,2023-09-19,Business,800.98,56B,United Airlines,18.7,2023-10-01T05:19:08.892614,Apple Pay,Mobile App,Silver,BKK,Thailand,Asia,Gluten-Free
685abfd60f1531c3d1c77b42,P01924,FL01576,2023-05-04,Business,778.42,10C,Qatar Airways,28,2023-05-21T16:12:05.739452,Credit Card,Website,NaN,NRT,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77b43,P01924,FL01488,2023-04-14,Economy,233.82,25A,KLM,16.8,2023-05-11T04:53:20.044131,Bank Transfer,Call Center,Gold,HND,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77b44,P01925,FL01030,2023-11-03,Economy,185.22,44B,British Airways,24.2,2023-12-27T01:27:34.527309,Bank Transfer,Mobile App,NaN,LIS,Portugal,Europe,Vegetarian
685abfd60f1531c3d1c77b45,P01926,FL00599,2023-09-30,First,1724.03,50F,Qatar Airways,20.5,2023-11-09T20:09:04.656999,Credit Card,Mobile App,Gold,JNB,South Africa,Africa,Halal
685abfd60f1531c3d1c77b46,P01926,FL01225,2023-03-17,Business,715.82,24E,British Airways,5.7,2023-04-09T07:46:46.070498,Bank Transfer,Travel Agency,Platinum,JNB,South Africa,Africa,Halal
685abfd60f1531c3d1c77b47,P01926,FL01993,2023-06-26,Premium Economy,308.1,45B,KLM,24.9,2023-07-31T15:08:24.850926,Apple Pay,Mobile App,NaN,MEX,Mexico,North America,Halal
685abfd60f1531c3d1c77b48,P01926,FL00983,2023-07-14,Economy,148.93,23F,British Airways,31,2023-07-29T14:44:32.307697,Bank Transfer,Travel Agency,NaN,LAX,United States,North America,Halal
685abfd60f1531c3d1c77b49,P01927,FL01167,2023-10-20,Business,528.97,42D,KLM,20.6,2023-12-11T08:09:40.991879,Apple Pay,Travel Agency,NaN,DXB,United Arab Emirates,Middle East,Kosher
685abfd60f1531c3d1c77b4a,P01928,FL00360,2023-01-03,Economy,192.51,28A,British Airways,21.3,2023-02-10T07:19:14.407478,Apple Pay,Website,NaN,JFK,United States,North America,Halal
685abfd60f1531c3d1c77b4b,P01928,FL01798,2023-05-05,Economy,214.36,5A,United Airlines,17.4,2023-05-13T00:24:31.558973,Apple Pay,Call Center,NaN,ICN,South Korea,Asia,Halal
685abfd60f1531c3d1c77b4c,P01929,FL00746,2023-10-26,Business,833.7,4E,United Airlines,13.8,2023-12-15T09:47:49.850543,Credit Card,Travel Agency,NaN,MAD,Spain,Europe,Vegetarian
685abfd60f1531c3d1c77b4d,P01929,FL01546,2022-12-24,Economy,169.75,43F,British Airways,5.6,2023-01-01T02:23:28.949423,Credit Card,Travel Agency,Platinum,NRT,Japan,Asia,Vegetarian
685abfd60f1531c3d1c77b4e,P01929,FL01257,2023-04-15,Premium Economy,433.35,21A,British Airways,12.9,2023-05-26T12:28:39.124095,PayPal,Mobile App,Silver,BOM,India,Asia,Vegetarian
685abfd60f1531c3d1c77b4f,P01929,FL00767,2023-03-16,Economy,247.77,21E,Emirates,25.6,2023-05-13T17:10:59.626142,Bank Transfer,Mobile App,NaN,JFK,United States,North America,Vegetarian
685abfd60f1531c3d1c77b50,P01930,FL00246,2023-01-14,Premium Economy,235.18,20F,British Airways,11.4,2023-01-31T17:33:55.065076,Bank Transfer,Call Center,Silver,JFK,United States,North America,Standard
685abfd60f1531c3d1c77b51,P01930,FL01393,2023-11-01,Premium Economy,366.44,20A,Air France,25.8,2023-11-16T12:22:41.542811,Credit Card,Call Center,NaN,MEX,Mexico,North America,Standard
